"Woonplaatsen in Nederland 2018"
""
"";"Onderwerp"
"";"Gemeente|Naam ";"Gemeente|Code ";"Provincie|Naam";"Provincie|Code";"Landsdeel|Naam";"Landsdeel|Code"
"Boxmeer";"Boxmeer";"GM0756";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Boxtel";"Boxtel";"GM0757";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Braamt";"Montferland";"GM1955";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Brakel";"Zaltbommel";"GM0297";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Brandwijk";"Molenwaard";"GM1927";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Brantgum";"Dongeradeel";"GM0058";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Breda";"Breda";"GM0758";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Bredevoort";"Aalten";"GM0197";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Breedenbroek";"OudeIJsselstreek";"GM1509";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Breezand";"HollandsKroon";"GM1911";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Breezanddijk";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Breskens";"Sluis";"GM1714";"Zeeland";"PV29";"West-Nederland";"LD03"
"Breukelen";"StichtseVecht";"GM1904";"Utrecht";"PV26";"West-Nederland";"LD03"
"Breukeleveen";"Wijdemeren";"GM1696";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Brielle";"Brielle";"GM0501";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Briltil";"Zuidhorn";"GM0056";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Britsum";"Leeuwarden";"GM0080";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Britswert";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Broek";"DeFryskeMarren";"GM1940";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Broek in Waterland";"Waterland";"GM0852";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Broek op Langedijk";"Langedijk";"GM0416";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Broekhuizen";"HorstaandeMaas";"GM1507";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Broekhuizen";"Meppel";"GM0119";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Broekhuizenvorst";"HorstaandeMaas";"GM1507";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Broekland";"Raalte";"GM0177";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Broeksterwâld";"Dantumadiel";"GM1891";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Bronkhorst";"Bronckhorst";"GM1876";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Bronneger";"Borger-Odoorn";"GM1681";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Bronnegerveen";"Borger-Odoorn";"GM1681";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Brouwershaven";"Schouwen-Duiveland";"GM1676";"Zeeland";"PV29";"West-Nederland";"LD03"
"Bruchem";"Zaltbommel";"GM0297";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Brucht";"Hardenberg";"GM0160";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Bruchterveld";"Hardenberg";"GM0160";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Bruinehaar";"Twenterand";"GM1700";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Bruinisse";"Schouwen-Duiveland";"GM1676";"Zeeland";"PV29";"West-Nederland";"LD03"
"Brummen";"Brummen";"GM0213";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Brunssum";"Brunssum";"GM0899";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Bruntinge";"Midden-Drenthe";"GM1731";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Buchten";"Sittard-Geleen";"GM1883";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Budel";"Cranendonck";"GM1706";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Budel-Dorplein";"Cranendonck";"GM1706";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Budel-Schoot";"Cranendonck";"GM1706";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Buggenum";"Leudal";"GM1640";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Buinen";"Borger-Odoorn";"GM1681";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Buinerveen";"Borger-Odoorn";"GM1681";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Buitenkaag";"Haarlemmermeer";"GM0394";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Buitenpost";"Achtkarspelen";"GM0059";"Friesland";"PV21";"Noord-Nederland";"LD01"
"De Bult";"Steenwijkerland";"GM1708";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Bunde";"Meerssen";"GM0938";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Bunne";"Tynaarlo";"GM1730";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Bunnik";"Bunnik";"GM0312";"Utrecht";"PV26";"West-Nederland";"LD03"
"Bunschoten-Spakenburg";"Bunschoten";"GM0313";"Utrecht";"PV26";"West-Nederland";"LD03"
"Burdaard";"Ferwerderadiel";"GM1722";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Buren";"Ameland";"GM0060";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Buren";"Buren";"GM0214";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Den Burg";"Texel";"GM0448";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Burgerbrug";"Schagen";"GM0441";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Burgerveen";"Haarlemmermeer";"GM0394";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Burgh-Haamstede";"Schouwen-Duiveland";"GM1676";"Zeeland";"PV29";"West-Nederland";"LD03"
"Burgum";"Tytsjerksteradiel";"GM0737";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Burgwerd";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Burum";"KollumerlandenNieuwkruisland";"GM0079";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Bussum";"GooiseMeren";"GM1942";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Buurmalsen";"Buren";"GM0214";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Buurmalsen";"Geldermalsen";"GM0236";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Cadier en Keer";"Eijsden-Margraten";"GM1903";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Cadzand";"Sluis";"GM1714";"Zeeland";"PV29";"West-Nederland";"LD03"
"Callantsoog";"Schagen";"GM0441";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Capelle aan den IJssel";"CapelleaandenIJssel";"GM0502";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Castelre";"Baarle-Nassau";"GM0744";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Castenray";"Venray";"GM0984";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Casteren";"Bladel";"GM1728";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Castricum";"Castricum";"GM0383";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Chaam";"Alphen-Chaam";"GM1723";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Clinge";"Hulst";"GM0677";"Zeeland";"PV29";"West-Nederland";"LD03"
"De Cocksdorp";"Texel";"GM0448";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Coevorden";"Coevorden";"GM0109";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Colijnsplaat";"Noord-Beveland";"GM1695";"Zeeland";"PV29";"West-Nederland";"LD03"
"Collendoorn";"Hardenberg";"GM0160";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Colmschate";"Deventer";"GM0150";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Cornwerd";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Cothen";"WijkbijDuurstede";"GM0352";"Utrecht";"PV26";"West-Nederland";"LD03"
"Creil";"Noordoostpolder";"GM0171";"Flevoland";"PV24";"Oost-Nederland";"LD02"
"Cromvoirt";"Vught";"GM0865";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Cruquius";"Haarlemmermeer";"GM0394";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Cuijk";"Cuijk";"GM1684";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Culemborg";"Culemborg";"GM0216";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Daarle";"Hellendoorn";"GM0163";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Daarlerveen";"Hellendoorn";"GM0163";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Dalem";"Gorinchem";"GM0512";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Dalen";"Coevorden";"GM0109";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Dalerpeel";"Coevorden";"GM0109";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Dalerveen";"Coevorden";"GM0109";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Dalfsen";"Dalfsen";"GM0148";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Dalmsholte";"Ommen";"GM0175";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Damwâld";"Dantumadiel";"GM1891";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Darp";"Westerveld";"GM1701";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Dearsum";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Dedemsvaart";"Hardenberg";"GM0160";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Dedgum";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Deelen";"Ede";"GM0228";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Deest";"Druten";"GM0225";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Deil";"Geldermalsen";"GM0236";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Deinum";"Waadhoeke";"GM1949";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Delden";"HofvanTwente";"GM1735";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Delfgauw";"Pijnacker-Nootdorp";"GM1926";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Delfstrahuizen";"DeFryskeMarren";"GM1940";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Delft";"Delft";"GM0503";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Delfzijl";"Delfzijl";"GM0010";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Delwijnen";"Zaltbommel";"GM0297";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Demen";"Oss";"GM0828";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Denekamp";"Dinkelland";"GM1774";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Deurne";"Deurne";"GM0762";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Deurningen";"Oldenzaal";"GM0173";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Deurningen";"Dinkelland";"GM1774";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Deursen-Dennenburg";"Oss";"GM0828";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Deurze";"AaenHunze";"GM1680";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Deventer";"Deventer";"GM0150";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Didam";"Montferland";"GM1955";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Dieden";"Oss";"GM0828";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Diemen";"Diemen";"GM0384";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Diepenheim";"HofvanTwente";"GM1735";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Diepenveen";"Deventer";"GM0150";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Dieren";"Rheden";"GM0275";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Diessen";"Hilvarenbeek";"GM0798";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Diever";"Westerveld";"GM1701";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Dieverbrug";"Westerveld";"GM1701";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Diffelen";"Hardenberg";"GM0160";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Dijken";"DeFryskeMarren";"GM1940";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Dinteloord";"Steenbergen";"GM0851";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Dinxperlo";"Aalten";"GM0197";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Diphoorn";"Coevorden";"GM0109";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Dirkshorn";"Schagen";"GM0441";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Dirksland";"Goeree-Overflakkee";"GM1924";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Dodewaard";"Neder-Betuwe";"GM1740";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Doenrade";"Schinnen";"GM0962";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Doesburg";"Doesburg";"GM0221";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Doetinchem";"Doetinchem";"GM0222";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Doeveren";"Heusden";"GM0797";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Doezum";"Grootegast";"GM0015";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Dokkum";"Dongeradeel";"GM0058";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Den Dolder";"Zeist";"GM0355";"Utrecht";"PV26";"West-Nederland";"LD03"
"Doldersum";"Westerveld";"GM1701";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Domburg";"Veere";"GM0717";"Zeeland";"PV29";"West-Nederland";"LD03"
"Donderen";"Tynaarlo";"GM1730";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Dongen";"Dongen";"GM0766";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Dongjum";"Waadhoeke";"GM1949";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Doniaga";"DeFryskeMarren";"GM1940";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Donkerbroek";"Ooststellingwerf";"GM0085";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Doorn";"UtrechtseHeuvelrug";"GM1581";"Utrecht";"PV26";"West-Nederland";"LD03"
"Doornenburg";"Lingewaard";"GM1705";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Doornspijk";"Elburg";"GM0230";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Doorwerth";"Renkum";"GM0274";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Dordrecht";"Dordrecht";"GM0505";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Dorst";"Oosterhout";"GM0826";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Drachten";"Smallingerland";"GM0090";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Drachten-Azeven";"Opsterland";"GM0086";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Drachtstercompagnie";"Smallingerland";"GM0090";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Dreischor";"Schouwen-Duiveland";"GM1676";"Zeeland";"PV29";"West-Nederland";"LD03"
"Drempt";"Bronckhorst";"GM1876";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Dreumel";"WestMaasenWaal";"GM0668";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Driebergen-Rijsenburg";"UtrechtseHeuvelrug";"GM1581";"Utrecht";"PV26";"West-Nederland";"LD03"
"Drieborg";"Oldambt";"GM1895";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Driebruggen";"Bodegraven-Reeuwijk";"GM1901";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Driehuis NH";"Velsen";"GM0453";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Driehuizen";"Alkmaar";"GM0361";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Driel";"Overbetuwe";"GM1734";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Driewegen";"Borsele";"GM0654";"Zeeland";"PV29";"West-Nederland";"LD03"
"Driezum";"Dantumadiel";"GM1891";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Drijber";"Midden-Drenthe";"GM1731";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Drimmelen";"Drimmelen";"GM1719";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Drogeham";"Achtkarspelen";"GM0059";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Drogteropslagen";"DeWolden";"GM1690";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Drongelen";"Aalburg";"GM0738";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Dronryp";"Waadhoeke";"GM1949";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Dronten";"Dronten";"GM0303";"Flevoland";"PV24";"Oost-Nederland";"LD02"
"Drouwen";"Borger-Odoorn";"GM1681";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Drouwenermond";"Borger-Odoorn";"GM1681";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Drouwenerveen";"Borger-Odoorn";"GM1681";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Drunen";"Heusden";"GM0797";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Druten";"Druten";"GM0225";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Duiven";"Duiven";"GM0226";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Duivendrecht";"Ouder-Amstel";"GM0437";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Duizel";"Eersel";"GM0770";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Den Dungen";"Sint-Michielsgestel";"GM0845";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Dussen";"Werkendam";"GM0870";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Dwingeloo";"Westerveld";"GM1701";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Eagum";"Leeuwarden";"GM0080";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Earnewâld";"Tytsjerksteradiel";"GM0737";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Easterein";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Easterlittens";"Leeuwarden";"GM0080";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Eastermar";"Tytsjerksteradiel";"GM0737";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Easterwierrum";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Echt";"Echt-Susteren";"GM1711";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Echteld";"Neder-Betuwe";"GM1740";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Echten";"DeWolden";"GM1690";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Echten";"DeFryskeMarren";"GM1940";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Echtenerbrug";"DeFryskeMarren";"GM1940";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Eck en Wiel";"Buren";"GM0214";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Eckelrade";"Eijsden-Margraten";"GM1903";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Edam";"Edam-Volendam";"GM0385";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Ede";"Ede";"GM0228";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Ederveen";"Ede";"GM0228";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Ee";"Dongeradeel";"GM0058";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Eede";"Sluis";"GM1714";"Zeeland";"PV29";"West-Nederland";"LD03"
"Eefde";"Lochem";"GM0262";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Eelde";"Tynaarlo";"GM1730";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Eelderwolde";"Tynaarlo";"GM1730";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Eemdijk";"Bunschoten";"GM0313";"Utrecht";"PV26";"West-Nederland";"LD03"
"Eemnes";"Eemnes";"GM0317";"Utrecht";"PV26";"West-Nederland";"LD03"
"Eemshaven";"Eemsmond";"GM1651";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Een";"Noordenveld";"GM1699";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Eenrum";"DeMarne";"GM1663";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Eenum";"Loppersum";"GM0024";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Een-West";"Noordenveld";"GM1699";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Eerbeek";"Brummen";"GM0213";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Eersel";"Eersel";"GM0770";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Ees";"Borger-Odoorn";"GM1681";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Eesergroen";"Borger-Odoorn";"GM1681";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Eeserveen";"Borger-Odoorn";"GM1681";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Eesterga";"DeFryskeMarren";"GM1940";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Eesveen";"Steenwijkerland";"GM1708";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Eethen";"Aalburg";"GM0738";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Eext";"AaenHunze";"GM1680";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Eexterveen";"AaenHunze";"GM1680";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Eexterveenschekanaal";"AaenHunze";"GM1680";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Eexterzandvoort";"AaenHunze";"GM1680";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Egchel";"PeelenMaas";"GM1894";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Egmond aan den Hoef";"Bergen(NH.)";"GM0373";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Egmond aan Zee";"Bergen(NH.)";"GM0373";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Egmond-Binnen";"Bergen(NH.)";"GM0373";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Eibergen";"Berkelland";"GM1859";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Eijsden";"Eijsden-Margraten";"GM1903";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Eindhoven";"Eindhoven";"GM0772";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Einighausen";"Sittard-Geleen";"GM1883";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Ekehaar";"AaenHunze";"GM1680";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Elahuizen";"DeFryskeMarren";"GM1940";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Elburg";"Elburg";"GM0230";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Eldersloo";"AaenHunze";"GM1680";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Eleveld";"AaenHunze";"GM1680";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Elim";"Hoogeveen";"GM0118";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Elkenrade";"Gulpen-Wittem";"GM1729";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Ell";"Leudal";"GM1640";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Ellecom";"Rheden";"GM0275";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Ellemeet";"Schouwen-Duiveland";"GM1676";"Zeeland";"PV29";"West-Nederland";"LD03"
"Ellertshaar";"Borger-Odoorn";"GM1681";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Ellewoutsdijk";"Borsele";"GM0654";"Zeeland";"PV29";"West-Nederland";"LD03"
"Elp";"Midden-Drenthe";"GM1731";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Elsendorp";"Gemert-Bakel";"GM1652";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Elshout";"Heusden";"GM0797";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Elsloo";"Stein";"GM0971";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Elsloo";"Ooststellingwerf";"GM0085";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Elspeet";"Nunspeet";"GM0302";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Elst";"Overbetuwe";"GM1734";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Elst Ut";"Rhenen";"GM0340";"Utrecht";"PV26";"West-Nederland";"LD03"
"Emmeloord";"Noordoostpolder";"GM0171";"Flevoland";"PV24";"Oost-Nederland";"LD02"
"Emmen";"Emmen";"GM0114";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Emmer-Compascuum";"Emmen";"GM0114";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Empe";"Brummen";"GM0213";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Emst";"Epe";"GM0232";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Engwierum";"Dongeradeel";"GM0058";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Enkhuizen";"Enkhuizen";"GM0388";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Ens";"Noordoostpolder";"GM0171";"Flevoland";"PV24";"Oost-Nederland";"LD02"
"Enschede";"Enschede";"GM0153";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Enspijk";"Geldermalsen";"GM0236";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Enter";"Wierden";"GM0189";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Enumatil";"Leek";"GM0022";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Epe";"Epe";"GM0232";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Epen";"Gulpen-Wittem";"GM1729";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Eppenhuizen";"Eemsmond";"GM1651";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Epse";"Lochem";"GM0262";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Erica";"Emmen";"GM0114";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Erichem";"Buren";"GM0214";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Erlecom";"BergenDal";"GM1945";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Erm";"Coevorden";"GM0109";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Ermelo";"Ermelo";"GM0233";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Erp";"Meierijstad";"GM1948";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Esbeek";"Hilvarenbeek";"GM0798";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
